-0:58	marianne van tienen	しおしおっ！
3:12:52	ひっきー	ほえー
3:12:52	ぐぅたら	これすごいよね
3:12:52	サナ	すごい
3:12:52	矧さん	すごい
3:12:53	天城久秀	立直した！
3:12:53	パイライトテディ	銀盾すげぇ
3:12:53	ピコット	これ３Dなんだよね
3:12:53	西都なつ	はえ～
3:12:53	ローズマリー	すごい
3:12:53	ザッハトルテ。	すごい
3:12:53	須部理恵	つもった
3:12:54	帰宅RTA	サムネいいね
3:12:54	調律	らしいね
3:12:54	雨宮恵	すごい
3:12:54	ナン	鳩はだめだぞ！
3:12:54	ザッハトルテ。	あ
3:12:55	あい	凄いよね
3:12:55	天城久秀	すごい！
3:12:55	マルコポーロ	つもったぞ
3:12:55	mAltO 4989	先生役満で終わるつもりかな
3:12:55	チーズ牛丼	まじ？
3:12:56	十三姫	すごい
3:12:56	炭酸	上がった
3:12:56	エビ天	これすごい
3:12:57	ロザエ	すごいなぁ
3:12:57	シルフ	先生おわった！
3:12:57	omi	これすごい
3:12:57	あのんまのんver.II	凄いよねこのサムネ
3:12:57	Nights -O	すごいよね！
3:12:58	とろTak庵	すごい
3:12:58	汐岡崎	すごい
3:12:58	おかしろ	すごい
3:12:58	ゆずぽん 子豚民	ツモッタ
3:12:58	雨の宿り木	本物かと思った
3:12:58	花生謙	3D!?
3:12:58	むあーん。	すごーい
3:12:58	ろっきー	みたいだねすごい
3:12:58	Cerulean	くるぞ
3:12:58	みやまちかげ	3Dなのか
3:12:59	いざよいさくや	凄いよな銀盾
3:12:59	ark0125	すごい
3:12:59	北石	すげー
3:12:59	此処葉	3Dなのか
3:12:59	月十字	最初見た時絵かと思った
3:13:00	ダンデライオン	凄い
3:13:00	T M	最近の3Ｄやばいな…
3:13:00	_lili_	あ、それ実車じゃないのか
3:13:00	カマキリ星人	すご
3:13:00	ノーマット	先生もう普通にダマで打ち分けてるのホント上達したと思う
3:13:00	MOTHERSHIP	凄い
3:13:00	ハセマ・スネーク	わかる
3:13:00	レッドウッドへいぽう	３Dなのか
3:13:01	ちゃぼうず_cyabouzu	これ3Dッての本当に凄い
3:13:01	とろろ	ツモったぞ
3:13:02	じゃがまきぃ	まじですごいよなこれ
3:13:02	のりほしゅ	サムネ3Dかー
3:13:02	山本たろう	え、すご！
3:13:03	shimo 636	すっごーい！
3:13:03	ゴリラのきゃんの	きたぞ
3:13:03	くぅくぅ	可愛すぎ
3:13:04	ナン	すごい！
3:13:04	あよ	すごい！！
3:13:04	まこだいあ	すごいよなー
3:13:04	mo's!	銀盾すごい
3:13:04	すぅしぃ	来たぞー！
3:13:05	鳥烏[とりからす]	すごい
3:13:05	わんたん	お
3:13:05	レモン	和了ったぞ
3:13:06	マギー	つもった
3:13:06	BG	つもった
3:13:06	ネコおやじ	すげー
3:13:07	蓮	めちゃすごいよね
3:13:07	エバスグラブル勢	つもった
3:13:08	琵琶丸	3D銀盾！？
3:13:08	愛じゃよハリー	終わったぞ
3:13:09	もるぽん	このサムネほんとすごい
3:13:09	21	これ3Dモデルらしいね
3:13:09	BlueMonday	え、これ本物じゃなかったの？
3:13:09	大井御茶	よし、がんばれがんばれ
3:13:10	永月河	銀盾は結構かかるらしいね
3:13:10	リゼベル	これすごいな
3:13:10	氷水	チャンスきたぞー
3:13:10	ゾイドゼロ	ツモッタ
3:13:10	きゅーかんばー	先生つもったよ
3:13:10	グリヴェン	終わったぞー！
3:13:11	いつみ	迷惑メールに入ってたりするのかな
3:13:13	そこらへんの人	先生か、教えてくれた人あざす。
3:13:13	うっかり	先生上がった
3:13:13	司-つかさ-	マ!?
3:13:13	mAltO 4989	先生あがった
3:13:14	Nao02	裏で色々しないで
3:13:14	ちゃぼうず_cyabouzu	あ、参加しないと
3:13:15	yoshi	来るぞ…！
3:13:15	ゆずぽん 子豚民	終わったよ
3:13:15	mukumuku Inu	すごい！！
3:13:15	帰宅RTA	モデリング？
3:13:16	鳥烏[とりからす]	先生終わってるぞ
3:13:16	春季限定のりしお風味	でかそう
3:13:17	司令_つかされい	スナイプ優先しよ
3:13:17	FJK エンタメ	自分から申請するらしいよ
3:13:17	GPE	おわったぞ
3:13:18	Zeiss[つぁいす]	つべも大変な時期だからなぁ
3:13:18	麻雀ビギナーしょーしょん	きたよ
3:13:18	わんたん	おわったよ
3:13:19	孤高の探索者	凄い…！
3:13:19	せんろく1600mm	ツモった
3:13:20	Ryo	3Dなのか！
3:13:20	図書館動かない	あがったって
3:13:21	古鉄	コロナのゴタゴタで遅れてるんじゃね？
3:13:21	杏【きょう】	無効終わったぞ
3:13:22	あのんまのんver.II	おわった
3:13:23	チィヤ	MMDなのか
3:13:23	Astral Clover	先生上がった
3:13:23	じぇのあ	先生おわた
3:13:24	シューマイ,シャトルぱーそなる	おわたぞーー
3:13:26	ハルニレ	モデル！！ すごいです
3:13:26	さぁや	３dなんだすごい！
3:13:26	taka32 S	レンダリングすごい
3:13:27	木更津ゆき	きた
3:13:27	ぷるぷる運輸倉庫	もう遅い
3:13:27	やあけ	すごいなー
3:13:27	F K	届くのはいつになるやら…
3:13:28	まこだいあ	あー
3:13:28	かぷ	エイムガバガバ；；
3:13:29	あまなつみかん	せんせーおわったよ
3:13:29	帰宅RTA	これは間に合わん
3:13:29	ゆういち	あ
3:13:29	いぬてぃ	ぽんぽこのヤツしか見たことない
3:13:30	ザッハトルテ。	草
3:13:31	太陽の塔	きますよ
3:13:31	あいさかゆう	頑張れっ！！
3:13:31	サナ	草
3:13:31	不思議の国の人形	遅すぎるぞ
3:13:32	Kudrjavka	サムネ３Dなんだ！すご！
3:13:32	すしゅ	草
3:13:32	とろろ	だめそうだ…ｗ
3:13:32	怠もの	満員ｗ
3:13:32	ひっきー	エイムがｗｗ
3:13:33	豆腐メンタル	いけー！！！
3:13:33	炭酸	おそいｗｗｗ
3:13:33	西都なつ	あわてないでｗ
3:13:34	Astral Clover	落ち着けい
3:13:34	ロザエ	エイムぶれっぶれで草
3:13:34	かぷ	ひどすぎるｗｗｗ
3:13:34	ザッハトルテ。	おわったｗ
3:13:34	Westeria	ダメそう
3:13:35	此処葉	草
3:13:36	豆腐メンタル	いけー！！！
3:13:36	あおいの	もう遅い
3:13:36	あのんまのんver.II	焦るなｗ
3:13:36	琵琶丸	もう斎藤にも突っ込まないｗｗｗ
3:13:36	wildcat5314	エントリーしろ
3:13:36	まりも茶	もた…もた…
3:13:36	鳥烏[とりからす]	もう埋まってる
3:13:36	銀月-Gingetu-	かわいい
3:13:36	麻雀ビギナーしょーしょん	ざんねん
3:13:36	nao hoshi	あー
3:13:36	いたち海月	終わってるｗ
3:13:37	レモン	クソエイム…
3:13:37	レッドウッドへいぽう	もたもた・・・
3:13:37	シルフ	終わったｗ
3:13:37	おーしお	草
3:13:37	なひいす	草
3:13:38	くらつ	あわてるな、楠よ
3:13:38	ぶどー	下手くそかｗ
3:13:38	提督	駄目だ
3:13:38	ヤドカリプス	草
3:13:38	わんたん	あかん
3:13:38	卜キサメ	もう駄目そう
3:13:38	チィヤ	がんばれ
3:13:38	たく	あ
3:13:38	deseria	エイムガバガバで草
3:13:38	waniwani wanito	つんだか
3:13:39	ピコット	オワタ
3:13:39	あぎだどら	うまった
3:13:39	なーく	あかんやーつ
3:13:39	ひっきー	落ち着いてｗ
3:13:39	mo's!	あああああ
3:13:39	月十字	これは無理
3:13:40	レプタイル	もうダメだ
3:13:40	masahiro	ワタワタ
3:13:40	天城久秀	めっちゃテンパってて草
3:13:40	みやまちかげ	これは無理だな
3:13:41	ほてぷ	プレミ
3:13:41	かえるライダー	草
3:13:41	みーや	草
3:13:41	0oRosettao0	草
3:13:41	エビ天	これは無理だな
3:13:41	うゆ	草
3:13:42	ちゃぼうず_cyabouzu	へっぽこすぎるｗ
3:13:42	ちっそむし	草
3:13:42	gadie13750 F	こういうつもりでこのｈ
3:13:42	チーズ牛丼	なにやってんねん！
3:13:42	くぅくぅ	おちつけ
3:13:43	ムラ	草
3:13:43	いざよいさくや	草
3:13:44	たく	あわてすぎｗｗ
3:13:44	花生謙	草
3:13:44	peaceman1984	モタモタ・・・
3:13:45	KA A	ｗｗ
3:13:45	corg	ぐだぐだだあ！
3:13:46	しぐの	草
3:13:46	ぷるぷる運輸倉庫	押し間違えやったわーー
3:13:46	おg	あわわ
3:13:47	ハルひ	あっ
3:13:47	〆作	草
3:13:47	peaceman1984	もたもた・・・
3:13:47	飛鳥	駄目そう
3:13:48	タピオカパン	ダメそう
3:13:48	かぷ	もたもた・・
3:13:48	麻雀ビギナーしょーしょん	はいってる？
3:13:48	ばーすさん	ざんねん
3:13:48	杏【きょう】	なにしとんｗ
3:13:49	こばやし	段取り悪いよー
3:13:49	もるせら	がんばれ
3:13:49	紫ユウキ	落ち着いて
3:13:49	あぎだどら	早すぎる
3:13:49	Nights -O	だめー
3:13:49	あおたま	わたわたしてて草
3:13:50	さーもばりっく あっと 大艦巨砲主義	埋まった
3:13:50	ぐぅたら	だめそうｗ
3:13:50	Astral Clover	もう遅いでしょ
3:13:50	Akiteru Fjimoto	草
3:13:51	*ねう*	ああ
3:13:52	おたき	クソエイムがよぉ
3:13:52	パイライトテディ	おわった；；
3:13:52	gaty fs	珍しく焦ってますね
3:13:52	BlueMonday	焦り過ぎや
3:13:53	マギー	だめ
3:13:53	mAltO 4989	おわった・・・
3:13:53	ゆすけ	おわたおわた
3:13:53	クレイ。	もうだめだぁ…
3:13:53	†すぱいらる†	草
3:13:53	深月良介	遅すぎて草
3:13:54	レッドウッドへいぽう	へたくそすぎるｗ
3:13:54	くろらび【おかもとぅーん】	草
3:13:54	卜キサメ	君スナイプやる気あるぅ？
3:13:54	ちっそむし	ああ
3:13:55	調律	はい
3:13:56	晴天空	草
3:13:56	あおいの	点数でてる時点でもう遅いと思っていいぞー
3:13:56	Jジェイ	今回もダメでした...
3:13:56	かぷ	ふーじゃないんだよなぁ！
3:13:57	鈴木二郎	草
3:13:57	Waste JP	おしかった
3:13:58	夜空ユウキ	だめでした
3:13:58	しらたまご	おわり
3:13:58	ぐぅたら	草
3:13:58	やまぶどう	遅いな
3:13:58	あむねこ	どんまいー
3:13:58	灰冬かほ	終わったら間に合わないよ
3:13:59	T M	＼(^o^)／
3:14:00	Astral Clover	草
3:14:00	琵琶丸	はふぅー
3:14:00	此処葉	だめでした
3:14:00	KA A	あー
3:14:01	moccyann	草
3:14:01	サナ	草
3:14:02	ruska	草
3:14:02	北傘	エイムガバガバで草
3:14:02	大井御茶	今のミスは痛かったなぁｗ
3:14:03	あまなつみかん	ぽんこつ～
3:14:03	cvector	ラグで遅そうだ
3:14:03	くろしば	草
3:14:03	omi	焦りすぎて棚
3:14:04	伊奈ぴょん	草
3:14:04	あおい	わたわた
3:14:04	ふせや	草
3:14:04	ノカゼ	草
3:14:05	FJK エンタメ	ふぅ……
3:14:05	限界	ダメでしたね…
3:14:05	月桂樹【げっけいじゅ】	ダメだったか
3:14:06	豆腐メンタル	なんでだぁぁぁぁぁぁ
3:14:06	明日カン八郎	ダメだね
3:14:07	sa	クソエイムで草
3:14:07	Astral Clover	だめでした
3:14:07	やまぶどう	もう少し粘ろう
3:14:07	あいさかゆう	あー…
3:14:08	柏君	慌ててすぎ
3:14:08	フジヤアキト	対あり
3:14:08	とりあたま	スナイプヘタで草
3:14:08	bm 123	斎藤持ち多いなｗ
3:14:08	のくと	スナイプ雑魚で草
3:14:08	ロザエ	ほんとむずいよねｗ
3:14:09	怠もの	どじっ子かｗ
3:14:09	じぇのあ	もう次はじまってるよー
3:14:09	Jジェイ	パニックになったら終わりだよ...
3:14:09	シルフ	敗北者じゃけ
3:14:09	ミツキ	スナイプ下手くそか？
3:14:09	図書館動かない	エイムガバガバやったな
3:14:09	まるか	焦っちゃったね
3:14:09	とろろ	大抵のことは卒なくこなすのにスナイプど下手で草
3:14:10	あぱえ	お疲れ様ー
3:14:10	パイライトテディ	要練習だな
3:14:10	こでまり	遅すぎた
3:14:11	とぴあ	；；
3:14:11	りんほん	終わり…
3:14:11	いちたすにわ	草
3:14:12	ヒース	遅すぎて草
3:14:12	ろっきー	ガバエイムスナイパーで草
3:14:12	くぅくぅ	雀魂初心者かな？
3:14:12	ゆゆゆっ毛	終わる直前に入らないと無理だよ...
3:14:12	いぬてぃ	だめだめや
3:14:12	飛鳥	あちゃー
3:14:13	コグレ マサト	栞桜ちゃん、肝心な時にドジっ子で草ｗ
3:14:13	いのてん	ちゃんとやって
3:14:13	不思議の国の人形	スナイプする気あんの？
3:14:13	はるめたる	草
3:14:14	マルコポーロ	スナイプガチ勢にダメ出しされてるの草ｗ
3:14:14	にーね	スナイプ初心者すぎる
3:14:14	Westeria	ちょっと集中してもろて
3:14:15	じゃがまきぃ	二兎を追うからそうなるんだよｗ
3:14:15	いざよいさくや	あまりにも手際が悪い
3:14:15	タピオカパン	砂へったくそかあ？
3:14:15	ShingoMk-Ⅱ	草
3:14:15	maguna	スナイプ初心者ですかね
3:14:15	すぅしぃ	ラグあるから少し早めにスナイプ始めないと
3:14:16	Vリーシャ	別の宅してるから・・・
3:14:16	ゆすけ	おわりやね
3:14:16	ワンダ	かわいい
3:14:16	・セシル・	も～ はいれない～ｗ
3:14:16	Ryo	だめかーｗ
3:14:17	エバスグラブル勢	駄目でしたね（´・ω・｀）
3:14:18	エビ天	クリミスも良くやる
3:14:19	死神パフェ	残念
3:14:19	カラスは可愛いのですよ?	やーい、ぽんこつ～
3:14:19	孤高の探索者	元気出して…
3:14:20	CarMania E-NA1	天鳳やっとるからｗｗ
3:14:21	むあーん。	ダメだったかぁ
3:14:22	七夜食	AIMガバガバ
3:14:22	春季限定のりしお風味	クソエイムゥ・・・
3:14:23	wildcat5314	もちつけ
3:14:25	serion	これはポン
3:14:25	九条悠斗	なかなか入れないよねー
3:14:25	琵琶丸	スナイプ職人に教えを請わねばでしょうか
3:14:26	図書館動かない	スナイプポンコツやったんかい！
3:14:28	ぼくもあなたも	リーチした後にメールチェックとかスナイプする気ある？
3:14:29	Waste JP	草
3:14:29	明日カン八郎	正解
3:14:29	レッドウッドへいぽう	はーいｗ
3:14:29	くらつ	いい判断です
3:14:29	MultiMaruru	楽しんでるなぁｗ
3:14:29	チィヤ	そらそうよね
3:14:29	レモン	当然よ
3:14:31	豆腐メンタル	スナイプ耐久ま？
3:14:31	アマラ	FPSやってる時のエイムはどこへ…
3:14:31	しらたまご	終わる前からやってないとダメそう
3:14:32	麻雀ビギナーしょーしょん	草
3:14:33	古鉄	当然やな
3:14:33	汐岡崎	はーい
3:14:33	K Tony	残当
3:14:33	ちっそむし	はい
3:14:33	帰宅RTA	ナイスブロック
3:14:34	*ねう*	はいはーい
3:14:34	パイライトテディ	それでいいと思う
3:14:34	エビ天	それでいいと思う
3:14:34	白桜神楽	ちゃんと待ってよ?
3:14:34	サナ	はーい
3:14:35	あい	それは当然
3:14:35	雨宮恵	はーい
3:14:35	めたるチクワ	だめかー
3:14:35	ちゃぼうず_cyabouzu	それで良いと思う
3:14:35	カマキリ星人	そらそうよ
3:14:36	おおくそん	正解
3:14:36	いたち海月	管理も大変ね
3:14:36	ザッハトルテ。	はーい
3:14:36	月十字	それはいい判断
3:14:36	調律	そうだね
3:14:36	シヴァ村卯月	ＯＫ
3:14:37	Orpheus1221	草
3:14:37	なむ	妥当
3:14:38	なひいす	正解
3:14:38	いざよいさくや	かしこい
3:14:38	グレブナー基底	正解だ
3:14:39	FJK エンタメ	そらそうよね
3:14:39	ノカゼ	はーい
3:14:39	じゃがまきぃ	ブロックナイスゥ！
3:14:40	こやこや	はーい
3:14:40	クレイ。	もちつけ
3:14:41	Nights -O	そうだね
3:14:41	あのんまのんver.II	大事なことだね
3:14:41	ハルひ	はーい
3:14:42	木更津ゆき	天鳳しながらやぞ
3:14:42	トリウナギ	そりゃそう
3:14:42	ネムレス	それは安心した
3:14:42	司令_つかされい	妥当な判断だ
3:14:42	クニうなぎ	普通に先生と話そう
3:14:42	†すぱいらる†	送る奴おるんか…
3:14:42	ロザエ	ほーい！
3:14:42	むあーん。	はーい
3:14:43	びろーん	もうどっちかに集中しよ？
3:14:43	logos2501	当然の処置やな
3:14:43	桜夏	はーい
3:14:43	のーれっじ	そりゃそうさね
3:14:43	MOTHERSHIP	大丈夫
3:14:44	ななみさん	そらそうよ
3:14:44	とろTak庵	はーい
3:14:45	Astral Clover	はーい
3:14:45	mo's!	そうね
3:14:45	グリヴェン	あい
3:14:45	やっさん	草
3:14:46	矧さん	ハーイ
3:14:46	ゆういち	残当
3:14:46	くぅくぅ	そりゃな
3:14:46	あいさかゆう	いるの、そんな暇な人…
3:14:46	si n	そんな事しません
3:14:47	チーズ牛丼	おけ
3:14:47	ピコット	当たり前なんだよなあ
3:14:47	みやまちかげ	そりゃそうよ
3:14:47	きゅーかんばー	はーい
3:14:47	シヴァ村卯月	いたずらしようと思ってたのに・・・
3:14:48	アイラ	まあ、当然だよね
3:14:48	葵午時	はーい
3:14:48	シルフ	はーい
3:14:48	Levith	そりゃね
3:14:48	此処葉	はい
3:14:48	四季綾ノ乃	はーい
3:14:48	おg	正解
3:14:49	クレイ。	正解
3:14:49	Akiteru Fjimoto	はーい
3:14:49	gaty fs	お仕事用は困りますね
3:14:49	吉原	社会不適合者しかおらん
3:14:52	わんたん	りょ
3:14:52	ns zn	そらそうよ
3:14:53	図書館動かない	はーい
3:14:53	Ryo	あいあい
3:14:54	mo's!	ブロックしていいと思う
3:14:54	くぅくぅ	いやーどうかな
3:14:55	そぉぽろー	当然正位置
3:14:55	ShingoMk-Ⅱ	はーい
3:14:55	らいむ	了解です
3:14:56	死神パフェ	そんな暇あるならアーカイブ見るわ
3:14:56	serion	はーい
3:14:57	天城久秀	仕事用って書いてあるからね
3:14:57	J PR	せやね
3:14:58	司-つかさ-	はーい
3:14:58	Mr.Mushkin	お先に失礼します。おやすみなさい
3:14:58	とろろ	そりゃそうだ
3:14:58	ゾイドゼロ	了解です
3:14:59	アメペリック	そりゃそうよ
3:14:59	首都ブラジリア	怖いから送ることないよ
3:14:59	トーヤ	そりゃあね
3:15:00	Astral Clover	そうだね
3:15:00	横々	うんうん
3:15:00	こやこや	スナイプ頑張ってください
3:15:00	サナ	せやな
3:15:00	レッドウッドへいぽう	そうだよねえ
3:15:00	卜キサメ	お手紙とクソリプ以外はしないよ
3:15:01	21	それでいいと思う
3:15:02	赤助	送らんだろうねここにいる人たちは
3:15:02	テロン	正解だね
3:15:02	Fumy H	そうね
3:15:02	帰宅RTA	そうね
3:15:03	いろは	当たり前
3:15:03	taka32 S	はーい
3:15:03	めもり	正しい対応
3:15:03	SATOU	自衛は大事だ
3:15:04	ナゴツク	そんな迷惑なやつおるんか
3:15:04	四季綾ノ乃	確かに
3:15:04	琵琶丸	注意喚起ありがとうございます。身を引き締めます
3:15:05	吐露非狩古鬱	了解ですー
3:15:05	グレブナー基底	そりゃそう
3:15:05	Nights -O	信用が大事よな
3:15:05	さぁや	そうだね
3:15:07	あいさかゆう	信頼できないね。
3:15:07	呉スカーレット	はーい
3:15:08	とろろ	謝る必要もなし
3:15:08	うみとり	そうですね
3:15:08	山田八兵衛	そりゃ当然
3:15:08	きなこ	はーい
3:15:08	ノーマット	当然の対応
3:15:09	あおいの	当たり前だよなぁ！？
3:15:09	あおみクリオネ	そらそうね
3:15:09	昼行燈	はーい
3:15:09	あのんまのんver.II	そりゃそうよ
3:15:09	じぇのあ	しおちゃんだいぶ遅れてそうだが
3:15:09	蒼。[あおっち]	当然ですね
3:15:10	飛鳥	はい
3:15:10	もののおのの	ほほう
3:15:11	りんご田べる	そらそうよ
3:15:11	†すぱいらる†	あいあい
3:15:12	水溶きコンソメ	そりゃ当然
3:15:12	ぐぅたら	あい
3:15:12	ハセマ・スネーク	DMはいいよって言われたときだけ！
3:15:12	2002 Yukina_chan	はーい
3:15:12	司-つかさ-	せやね
3:15:13	ns zn	ないない
3:15:14	植月和機	自衛は大事
3:15:14	121mj	それで当然
3:15:14	きゅーかんばー	正解かと
3:15:16	くろしば	そらそうよ
3:15:16	ムラ	自衛は大切
3:15:16	くぅくぅ	それが良いね
3:15:16	飛びフライ	お仕事メール見落とすと困るし
3:15:17	チィヤ	栞桜ちゃんに伝えるならエゴサに引っかかるようにすればいいだろうし
3:15:17	夜空ユウキ	そんな無駄なことはしない
3:15:17	ひなな	そりゃそうだ
3:15:18	Alex Ross	リスク管理としてそれで良いよね
3:15:18	でっど	そうね
3:15:18	ビロード	噂だけで騒ぎ立てる時点で考えが足りんよ
3:15:20	shigure tokiame	まあ当然ですよね
3:15:20	あぱえ	迷惑メールに入ってる可能性
3:15:21	なーく	いいよー
3:15:21	logos2501	こんな時期だからな～
3:15:21	麻雀ビギナーしょーしょん	後ろになる天鳳の音()
3:15:21	ハセマ・スネーク	当然の措置よなー
3:15:22	帰宅RTA	いいよー
3:15:23	うなぎーぬ	2
3:15:23	yo ma	おめしすの動画で銀縦解説してたよ
3:15:23	しおとまかのん大好き丸	了解
3:15:23	FJK エンタメ	信用は命より重い
3:15:23	いざよいさくや	いいよ
3:15:23	もるぽん	まぁそうですね
3:15:23	とりあたま	9日
3:15:24	わんたん	いいよー
3:15:25	ミュウ	今のYouTubeで銀盾送れる状況じゃない気が
3:15:25	KA A	そうね
3:15:26	ウーパーマン	当然の対応
3:15:26	ピコット	随分昔のようで最近です
3:15:26	mo's!	銀盾つくるところが動いてるのかしら
3:15:27	鳥烏[とりからす]	それはそう
3:15:27	むあーん。	10日？
3:15:27	雀魂最強!	9日
3:15:28	エビ天	銀盾もバーチャルオフィスに届くのかな
3:15:29	麻雀ビギナーしょーしょん	先々週？
3:15:29	rapid eye rabbit	この時期は時間かかるちゃうかな
3:15:30	アメペリック	もしかしてYouTubeをブロックしてる？？ｗｗ
3:15:30	琵琶丸	先週でしょうか
3:15:31	限界	銀盾のメールが来てからさらに届くの時間かかるのか
3:15:31	mukumuku Inu	ナイスブロック
3:15:32	ゆもり	そりゃそうよ
3:15:32	鈴木二郎	マンパワー足りひんからなぁ
3:15:32	雨宮恵	8日かな？
3:15:32	ノカゼ	9日でした
3:15:33	サナ	そのくらい
3:15:33	しゅんぎく	いったい何の配信だったんだ今日は・・・
3:15:34	レモン	9日？
3:15:34	いざよいさくや	９日
3:15:36	YUKINO	いい配信だ
3:15:36	ゆき	9日
3:15:38	蓮	９
3:15:38	くらつ	昔でも銀盾は何ヶ月も掛かるって話だったからぶっちゃけ今は完全に未知数
3:15:39	銀月-Gingetu-	まだテレワークなのかねぇGoogleさん…
3:15:40	†すぱいらる†	９日
3:15:40	ハルニレ	リスナー側も、騒ぎすぎないようにするのも大事ですよね
3:15:40	レッドウッドへいぽう	たまきくんとコラボしたときかな
3:15:41	gaty fs	たまきさんの時でしたっけ？
3:15:45	はりはり	あっという間に
3:15:47	琵琶丸	夜中になりましたねぇ
3:15:47	伊奈ぴょん	Yutuber、コロナで人少ないって言ってたからな
3:15:47	taka32 S	9日
3:15:49	K Tony	9日か
3:15:49	北石	日付が変わるくらいだったねぇ
3:15:50	アコマリル	銀盾届いたら見せてほしい
3:15:54	あおたま	迷惑メールのとこに入ってるとか？
3:15:55	F K	あれそういやDM閉じてんだっけ
3:15:57	パイライトテディ	問い合わせしてもいいかもね
3:15:58	P Nagatuki	鯖管理で手一杯やろなぁ
3:15:58	雨宮恵	たまきくんとのコラボの後だから9か
3:15:59	SCP-040-JP	もうそれから
3:16:01	くぅくぅ	そんな最近かあ
3:16:01	呉スカーレット	たまき君コラボ後にキャスしているタイミングだったのだけ覚えてる
3:16:03	やまぶどう	10
3:16:05	ミュウ	11.5万人突破！
3:16:07	怠もの	催促草
3:16:07	限界	YouTubeだしどうせ連絡ないよ
3:16:07	あまなつみかん	たまきくんコラボの後だね
3:16:08	きのこたけのこ	迷惑メール欄に入ってる可能性ない？
3:16:08	gk _y	日本時間なんかな
3:16:09	ゆういち	盾ほんとおめでとう
3:16:11	帰宅RTA	楽しみねー
3:16:11	レッドウッドへいぽう	人いないからねえyoutubeも
3:16:12	くぅくぅ	早いなあ
3:16:16	ひっきー	改めて早いなぁ…
3:16:17	古鉄	単純に遅れてるだけかもな
3:16:17	Westeria	コラボ配信の後のツイキャスの時だったな
3:16:17	じぇのあ	気付いたら
3:16:17	ザッハトルテ。	今日来なかったら問い合わせしてもいいかもね
3:16:19	メイダイン	YouTubeは最近まともな運営すらできてないからねぇ
3:16:20	あおたま	ないかー
3:16:21	Nights -O	なんて？
3:16:22	FJK エンタメ	Gメールは優秀
3:16:22	りんほん	今コロナでちゃんと対応してくれるかも疑問
3:16:22	司令_つかされい	お世話になった人に見せてあげないとな
3:16:28	はるめたる	申請してからくるんだっけ
3:16:28	アリス	ほんとはやい
3:16:28	ゆういち	年内に30万人いってそう
3:16:29	木更津ゆき	盾おめでとうね
3:16:29	2002 Yukina_chan	銀盾、仕上げが荒いらしいので手を切らないでね
3:16:30	Kagura /かぐら_YT	初見でぇす
3:16:31	くぅくぅ	なんて？
3:16:37	司馬	たまーにノイズ入ってるの俺だけか？
3:16:39	いざよいさくや	ようつべも色々大変だからな
3:16:42	やあけ	急ぐもんでもないし
3:16:42	ゆずけい	GWだったのも考慮するとか
3:16:43	K Tony	異常事態だからね
3:16:44	mo's!	状況が状況だしね…
3:16:45	やまぶどう	天鳳見えてないんだよなぁ
3:16:46	さのせつ子	画面写ってないからわからん
3:16:47	銀月-Gingetu-	草
3:16:48	西都なつ	ﾋｯ
3:16:48	rapid eye rabbit	今はしゃーない
3:16:49	卜キサメ	今は対応あらかた遅れてるからねぇ
3:16:49	かぷ	草
3:16:50	帰宅RTA	こわい
3:16:50	Fumy H	粗いんだ……
3:16:51	ちゃぼうず_cyabouzu	天鳳の画面見れないから聞かれても分からんぞｗ
3:16:51	ミツキ	草
3:16:52	レモン	作るのか…
3:16:52	Orpheus1221	普通にyoutubeが悪いよ
3:16:52	ピコット	手袋はめてもろて
3:16:52	限界	仕方ないで誤BANNha
3:16:53	みやまちかげ	天鳳写して
3:16:53	司令_つかされい	利用者急増してるしな
3:16:53	くぅくぅ	斎藤しか見えない
3:16:54	あまなつみかん	くーさんにべろべろなめられてた
3:16:55	パイライトテディ	銀盾作ってみた
3:16:55	ちっそむし	草
3:16:56	corg	今どこも大変だからねえ
3:16:56	山本たろう	この時期管理は厳しいでしょ
3:16:56	クレイ。	草
3:16:56	のーれっじ	どこぞのウイルスが悪い
3:16:57	グリヴェン	え？そうなの？ｗ
3:16:57	なひいす	草
3:16:57	雨宮恵	自作ｗ
3:16:57	H kata	自作は草
3:16:57	須部理恵	はった
3:16:58	シヴァ村卯月	銀盾破壊配信期待してます
3:16:58	麻雀ビギナーしょーしょん	草
3:16:58	とりあたま	セイキンかな？
3:16:59	マルコポーロ	むしろ世界中こんな状況でこれだけできてるほうをほめるべきなんだよなぁ
3:16:59	_yurin_	作る
3:16:59	rapid eye rabbit	自分でつくるとは
3:16:59	ひっきー	自作銀盾ｗ
3:16:59	くろしば	草
3:16:59	帰宅RTA	はい？
3:17:01	さーもばりっく あっと 大艦巨砲主義	先生あがりそう
3:17:01	Astral Clover	今はね
3:17:01	いろは	手作り草
3:17:01	わんたん	斬新すぎ
3:17:02	古鉄	銀盾の偽造
3:17:02	ゆういち	人が多すぎるんだ……
3:17:02	F K	銀インゴット買っちゃう？
3:17:02	サナ	つくるのかｗ
3:17:02	Nao02	YouTubeはもうAIに乗っ取られてるよ
3:17:02	レモン	銀盾の材料を買いに行く服がないのでは
3:17:02	司令_つかされい	モデリングするか
3:17:03	おしゅし修士号	３Dで銀盾いいね
3:17:03	北石	銀盾自作配信して
3:17:03	121mj	草
3:17:04	春季限定のりしお風味	アルミホイルかな?
3:17:04	メイダイン	DIY！？
3:17:04	きゅーかんばー	草
